Gene_A,Gene_B
DMRT3,KRTAP6-2
DMRT3,KRTAP6-3
DMRT3,KRTAP9-2
DMRT3,KRTAP9-3
DMRT3,LMO2
DMRT3,MDFI
DMRT3,MEOX2
DMRT3,MGAT5B
DMRT3,MID2
DMRT3,MTUS2
DMRT3,MYOZ3
DMRT3,NBPF19
DMRT3,NFKBID
DMRT3,NHLRC4
DMRT3,NOTCH2NLA
DMRT3,NOTCH2NLC
DMRT3,OIP5
DMRT3,PFDN5
DMRT3,PLEKHF2
DMRT3,PLSCR1
DMRT3,PRDM14
DMRT3,PRR20A
DMRT3,PRR20B
DMRT3,PRR20C
DMRT3,PRR20D
DMRT3,PRR20E
DMRT3,PSMA3
DMRT3,PSME3
DMRT3,RBPMS
DMRT3,REL
DMRT3,RFX6
DMRT3,RUSC1
DMRT3,SAT1
DMRT3,SPAG8
DMRT3,TCF4
DMRT3,TLE5
DMRT3,TRIM23
DMRT3,TRIM27
DMRT3,TRIP6
DMRT3,TSC1
DMRT3,UBASH3B
DMRT3,USP54
DMRT3,WWOX
DMRT3,YPEL3
DMRT3,ZFY
DMRT3,ZMYND12
DMRT3,ZNF438
DMRTB1,CSN3
DMRTB1,CTBP1
DMRTB1,CTBP2
DMRTB1,E7ETX1
DMRTB1,EWSR1
DMRTB1,IL16
DMRTB1,INCA1
DMRTB1,KRTAP19-5
DMRTB1,KRTAP19-6
DMRTB1,KRTAP21-2
DMRTB1,KRTAP8-1
DMRTB1,LENG8
DMRTB1,NCKIPSD
DMRTB1,NIF3L1
DMRTB1,PEF1
DMRTB1,PRMT2
DMRTB1,RAMAC
DMRTB1,SH3RF1
DMRTB1,TOX
DMTN,B7Z2P9
DMTN,DKFZP686J08252
DMTN,DPP9
DMTN,DYNC1LI2
DMTN,GOLGA2
DMTN,PROCR
DMTN,PTOV1
DMTN,TRAPPC10
DMTN,UBR1
DMTN,YWHAB
DMWD,ACBD4
DMWD,AGO2
DMWD,APLN
DMWD,ARHGEF38
DMWD,ATP5IF1
DMWD,BRK1
DMWD,C12ORF74
DMWD,C9J8M4
DMWD,CENPV
DMWD,CEP41
DMWD,CHMP7
DMWD,DKFZP547K2416
DMWD,EPS8L2
DMWD,FAM98C
DMWD,FEM1B
DMWD,FOXR1
DMWD,FZD4
DMWD,GMCL2
DMWD,GPR141
DMWD,GUSBP1
DMWD,LHX5
DMWD,LONRF2
DMWD,MLH3
DMWD,MOGAT3
DMWD,MPND
DMWD,MTF2
DMWD,NFX1
DMWD,NPEPPS
DMWD,NSMCE2
DMWD,OTUD7B
DMWD,PCMTD2
DMWD,PHF5A
DMWD,PPTC7
DMWD,PRR15
DMWD,Q7L8T7
DMWD,Q7Z783
DMWD,Q86V28
DMWD,RFPL2
DMWD,RNF34
DMWD,SDF2
DMWD,SOCS4
DMWD,STK36
DMWD,SUCLG2
DMWD,TMEM61
DMWD,TRIM65
DMWD,ZNF345
DMWD,ZNF366
DMWD,ZNF460
DMWD,ZNF488
DMWD,ZNF641
DMXL2,ANTXR1
DNA2,MMS19
DNAAF11,LRCH3
DNAAF11,LSM2
DNAAF11,PLEKHF2
DNAAF11,PODN
DNAAF11,SSX7
DNAAF11,TERF1
DNAAF11,TTC23L
DNAAF4,DNAAF2
DNAAF5,BRF2
DNAAF5,P2RY8
DNAAF5,PHLDA3
DNAAF6,BTAF1
DNAAF6,GAS2L2
DNAAF6,KAT5
DNAAF6,KIF13A
DNAAF6,MCM7
DNAAF6,P2RX4
DNAAF6,PID1
DNAAF6,PRKAA2
DNAAF6,QRICH1
DNAAF6,RNF39
DNAAF6,TSEN15
DNAH11,ZDHHC17
DNAI7,NME7
DNAJA1,ACTC1
DNAJA1,ARL4D
DNAJA1,BCS1L
DNAJA1,CUL4B
DNAJA1,ENDOG
DNAJA1,FRMD5
DNAJA1,HERC2
DNAJA1,HLA-B
DNAJA1,HMGCL
DNAJA1,HSPA1A
DNAJA1,LIMK2
DNAJA1,LLGL1
DNAJA1,LLGL2
DNAJA1,LOC51064
DNAJA1,LSM2
DNAJA1,MAP3K3
DNAJA1,MAP3K7IP1
DNAJA1,METTL14
DNAJA1,METTL3
DNAJA1,MKS1
DNAJA1,MYLK2
DNAJA1,NUDT3
DNAJA1,OSBPL11
DNAJA1,OSBPL9
DNAJA1,PLD2
DNAJA1,PRKCE
DNAJA1,PRKCG
DNAJA1,PTP4A3
DNAJA1,Q14748
DNAJA1,Q96BE0
DNAJA1,RIPK3
DNAJA1,SOCS1
DNAJA1,TM4SF1
DNAJA1,TUBA1C
DNAJA1,UQCRQ
DNAJA1,VIRMA
DNAJA1,WDR76
DNAJA1,WWP2
DNAJA1,XRCC3
DNAJA2,AICDA
DNAJA2,ANLN
DNAJA2,ARAF
DNAJA2,AURKB
DNAJA2,AXL
DNAJA2,BAG5
DNAJA2,BRD9
DNAJA2,CHMP4B
DNAJA2,COPS5
DNAJA2,DNAJA4
DNAJA2,DNAJB1
DNAJA2,DYNLT1
DNAJA2,ECT2
DNAJA2,EGFR
DNAJA2,ELK1
DNAJA2,HDAC1
DNAJA2,HSPA1A
DNAJA2,HSPA8
DNAJA2,ILK
DNAJA2,IRAK1
DNAJA2,IRS4
DNAJA2,KIF14
DNAJA2,KIF20A
DNAJA2,KIF23
DNAJA2,LIMK2
DNAJA2,LLGL1
DNAJA2,LLGL2
DNAJA2,MAP1LC3B
DNAJA2,MAP2K1
DNAJA2,MAP2K2
DNAJA2,MAP2K5
DNAJA2,METTL14
DNAJA2,METTL3
DNAJA2,MKS1
DNAJA2,MYC
DNAJA2,MYLK2
DNAJA2,NEFM
DNAJA2,NF2
DNAJA2,NLRP3
DNAJA2,NUDC
DNAJA2,PAK1
DNAJA2,PIGS
DNAJA2,POC1A
DNAJA2,PRKCI
DNAJA2,PTK6
DNAJA2,Q96BE0
DNAJA2,RAF1
DNAJA2,SHC1
DNAJA2,SOX2
DNAJA2,STRN3
DNAJA2,TOE1
DNAJA2,TP53
DNAJA2,TUBA1A
DNAJA2,TUBA1C
DNAJA2,UBC
DNAJA2,VAV1
DNAJA2,VIRMA
DNAJA2,WDR76
DNAJA3,AATK
DNAJA3,ATXN1
DNAJA3,C2CD6
DNAJA3,CACNA1C
DNAJA3,CARM1
DNAJA3,CASP6
DNAJA3,CEP162
DNAJA3,CHMP4C
DNAJA3,CIDEB
DNAJA3,CIT
DNAJA3,COIL
DNAJA3,CRK
DNAJA3,CUL5
DNAJA3,CYSRT1
DNAJA3,EGFR
DNAJA3,ERN1
DNAJA3,FAM131C
DNAJA3,FRMD6
DNAJA3,GCC1
DNAJA3,GFAP
DNAJA3,GFI1B
DNAJA3,GRB2
DNAJA3,GSN
DNAJA3,HSPA2
DNAJA3,HTT
DNAJA3,ILK
DNAJA3,INPP5J
DNAJA3,IRAK1
DNAJA3,IRS4
DNAJA3,JPH3
DNAJA3,JUN
DNAJA3,KRAS
DNAJA3,LAMP2
DNAJA3,LAMTOR5
DNAJA3,LATS2
DNAJA3,MAD2L2
DNAJA3,MAP3K3
DNAJA3,MYC
DNAJA3,MYO15B
DNAJA3,NDUFV2
DNAJA3,NOC4L
DNAJA3,NTAQ1
DNAJA3,OSGIN1
DNAJA3,PHLDA3
DNAJA3,PRMT6
DNAJA3,PRPF40A
DNAJA3,PTPRR
DNAJA3,Q9H614
DNAJA3,Q9Y649
DNAJA3,RAN
DNAJA3,RELA
DNAJA3,S100A4
DNAJA3,SHANK3
DNAJA3,SMAD9
DNAJA3,SSX2IP
DNAJA3,STK16
DNAJA3,TARDBP
DNAJA3,TCF19
DNAJA3,TRIM66
DNAJA3,TUBA1A
DNAJA3,UBC
DNAJA3,UBQLN1
DNAJA3,USP7
DNAJA3,VHL
DNAJA3,VIRMA
DNAJA3,ZBTB22
DNAJA4,AARSD1
DNAJA4,BAG6
DNAJA4,BANP
DNAJA4,DNAJA1
DNAJA4,ENDOG
DNAJA4,HSPA1A
DNAJA4,L3MBTL1
DNAJA4,MLLT11
DNAJA4,SGTB
DNAJA4,TIPRL
DNAJA4,TUBA1A
DNAJA4,TUBB6
DNAJA4,ZNF146
DNAJB1,A2M
DNAJB1,AKT1
DNAJB1,ANKRD28
DNAJB1,ARHGEF10
DNAJB1,ATG2A
DNAJB1,BAG4
DNAJB1,BAG5
DNAJB1,CYP2C8
DNAJB1,DNAJB4
DNAJB1,DNAJB5
DNAJB1,DNAJC7
DNAJB1,FARP2
DNAJB1,G3V3K5
DNAJB1,GABARAPL1
DNAJB1,GLB1
DNAJB1,HSPA1A
DNAJB1,HSPA4
DNAJB1,HSPA6
DNAJB1,IKBKE
DNAJB1,JUN
DNAJB1,KIF14
DNAJB1,LLGL1
DNAJB1,LLGL2
DNAJB1,MAP3K3
DNAJB1,MAST1
DNAJB1,MDM2
DNAJB1,METTL3
DNAJB1,NRAS
DNAJB1,OTUD4
DNAJB1,PABIR3
DNAJB1,PRKAA2
DNAJB1,PSEN2
DNAJB1,TERF1
DNAJB1,TFF2
DNAJB1,TP53
DNAJB1,TPTE
DNAJB1,UBC
DNAJB1,VIRMA
DNAJB1,WIPI2
DNAJB1,WT1
DNAJB11,ANKZF1
DNAJB11,ARHGAP39
DNAJB11,ARHGEF10
DNAJB11,B7Z8L6
DNAJB11,BAG6
DNAJB11,BORA
DNAJB11,BRAF
DNAJB11,BRD1
DNAJB11,CBWD3
DNAJB11,CEP70
DNAJB11,COL6A1
DNAJB11,CRELD2
DNAJB11,DDAH2
DNAJB11,DNAJC13
DNAJB11,DOK2
DNAJB11,DRAP1
DNAJB11,EGFR
DNAJB11,EIF3D
DNAJB11,EZH2
DNAJB11,FAF1
DNAJB11,GRB2
DNAJB11,GTSE1
DNAJB11,HTN3
DNAJB11,ILK
DNAJB11,ITSN1
DNAJB11,KCTD21
DNAJB11,KIF14
DNAJB11,MYC
DNAJB11,NUBPL
DNAJB11,PAXIP1
DNAJB11,PTN
DNAJB11,PTP4A3
DNAJB11,PTPRO
DNAJB11,ROCK2
DNAJB11,SCCPDH
DNAJB11,SDF2
DNAJB11,SDF2L1
DNAJB11,SIMC1
DNAJB11,SLC25A30
DNAJB11,SNX5
DNAJB11,SPRED1
DNAJB11,TCTN1
DNAJB11,TCTN2
DNAJB11,TCTN3
DNAJB11,TUBA1A
DNAJB11,TUBA4A
DNAJB11,TUBB8
DNAJB11,TUBG1
DNAJB11,UBC
DNAJB11,UBQLN4
DNAJB11,UBR1
DNAJB11,VCP
DNAJB11,VIRMA
DNAJB11,WTAP
DNAJB2,ARFGEF2
DNAJB2,ATP7A
DNAJB2,CYHR1
DNAJB2,DNAJB8
DNAJB2,FAM83H
DNAJB2,GET3
DNAJB2,GLB1
DNAJB2,HSPA4
DNAJB2,KCTD3
DNAJB2,LACC1
DNAJB2,MLF1
DNAJB2,MORF4L1
DNAJB2,NEK4
DNAJB2,NSMCE4A
DNAJB2,PJA1
DNAJB2,PSMD2
DNAJB2,Q53FC7
DNAJB2,Q96BE0
DNAJB2,RFWD3
DNAJB2,RNF115
DNAJB2,TRO
DNAJB2,UBB
DNAJB4,C3ORF38
DNAJB4,DNAJC7
DNAJB4,GLB1
DNAJB4,HSPA6
DNAJB4,HTT
DNAJB4,JUN
DNAJB4,MAP3K3
DNAJB4,METTL3
DNAJB4,NPM1
DNAJB4,P2RX6
DNAJB4,PELI3
DNAJB4,POLR1D
DNAJB4,RUVBL2
DNAJB4,SHARPIN
DNAJB4,SYNM
DNAJB4,TBC1D22A
DNAJB4,TGS1
DNAJB4,TTLL1
DNAJB4,WRAP73
DNAJB5,ANK2
DNAJB5,ARHGEF10
DNAJB5,ASB4
DNAJB5,CACNA1A
DNAJB5,DNAJB4
DNAJB5,HERC2
DNAJB5,HSPA1A
DNAJB5,MRFAP1
DNAJB5,MYBPC1
DNAJB5,NOCT
DNAJB5,OBSCN
DNAJB5,P2RX6
DNAJB5,SMAD2
DNAJB5,SMAD3
DNAJB5,TAF1
DNAJB5,TBC1D22A
DNAJB5,TFDP3
DNAJB5,TTN
DNAJB5,VPS18
DNAJB6,AARSD1
DNAJB6,AMBN
DNAJB6,ANKRD1
DNAJB6,ANKRD13D
DNAJB6,ANXA4
DNAJB6,APEX1
DNAJB6,AQP8
DNAJB6,ASAP1
DNAJB6,ASCL4
DNAJB6,ATP5IF1
DNAJB6,ATP6V1B1
DNAJB6,BAG1
DNAJB6,BAG2
DNAJB6,BAG3
DNAJB6,BAG4
DNAJB6,BAG5
DNAJB6,BCHE
DNAJB6,BECN1
DNAJB6,BRD1
DNAJB6,BRMS1
DNAJB6,C11ORF54
DNAJB6,C12ORF45
DNAJB6,CAND2
DNAJB6,CBLB
DNAJB6,CEP164
DNAJB6,CFAP100
DNAJB6,CNST
DNAJB6,COX7A1
DNAJB6,CRYBA2
DNAJB6,CUL2
DNAJB6,DNAJB2
DNAJB6,DOM3Z
DNAJB6,DPP9
DNAJB6,DYSF
DNAJB6,E4F1
DNAJB6,FAM117B
DNAJB6,FGD3
DNAJB6,FKBP5
DNAJB6,FYCO1
DNAJB6,GH1
DNAJB6,GINS3
DNAJB6,H3-5
DNAJB6,HAUS1
DNAJB6,HAUS7
DNAJB6,HSPA1A
DNAJB6,HSPA8
DNAJB6,HTT
DNAJB6,IFI35
DNAJB6,IFT27
DNAJB6,IK
DNAJB6,IQUB
DNAJB6,KIAA0825
DNAJB6,KIF14
DNAJB6,KLHL3
DNAJB6,KRT18
DNAJB6,L3MBTL1
DNAJB6,LOXL4
DNAJB6,LURAP1
DNAJB6,MAGEC3
DNAJB6,METTL27
DNAJB6,METTL3
DNAJB6,MLF1
DNAJB6,MRFAP1
DNAJB6,MRTO4
DNAJB6,MYBPC1
DNAJB6,MYC
DNAJB6,NEFL
DNAJB6,OTUB1
DNAJB6,PGM1
DNAJB6,PHLDA3
DNAJB6,PIK3CA
DNAJB6,POLR1D
DNAJB6,PPP2R1B
DNAJB6,PSMD2
DNAJB6,Q96BE0
DNAJB6,RAB3IP
DNAJB6,REC8
DNAJB6,REX1BD
DNAJB6,RPP25
DNAJB6,S100A4
DNAJB6,SCAPER
DNAJB6,SKAP2
DNAJB6,SNF8
DNAJB6,SPATA12
DNAJB6,SPATA22
DNAJB6,SRGAP3
DNAJB6,STIP1
DNAJB6,STX11
DNAJB6,SUPT6H
DNAJB6,TCAP
DNAJB6,TCTE1
DNAJB6,TSNAX
DNAJB6,TTC33
DNAJB6,TTN
DNAJB6,TUBA1A
DNAJB6,TUBGCP3
DNAJB6,UBC
DNAJB6,VPS11
DNAJB6,WDR83
DNAJB6,ZNF829
DNAJB6,ZSCAN1
DNAJB8,THAP2
DNAJB9,COLEC10
DNAJC1,ABHD16A
DNAJC1,AGTRAP
DNAJC1,ATP6V0C
DNAJC1,CLEC12A
DNAJC1,CMTM7
DNAJC1,CYP4F2
DNAJC1,EVA1C
DNAJC1,HLA-C
DNAJC1,LAMP2
DNAJC1,MINDY2
DNAJC1,MRPS27
DNAJC1,SERPINA3
DNAJC1,TCTN2
DNAJC1,TCTN3
DNAJC1,TMEM201
DNAJC1,TMEM216
DNAJC1,TNFRSF10C
DNAJC10,MTMR4
DNAJC11,ANXA7
DNAJC11,APOOL
DNAJC11,ARHGAP20
DNAJC11,ARMC1
DNAJC11,B4DT77
DNAJC11,B4DU58
DNAJC11,BCOR
DNAJC11,CAPG
DNAJC11,CD99L2
DNAJC11,CHCHD3
DNAJC11,ERGIC3
DNAJC11,ESR1
DNAJC11,GOLT1B
DNAJC11,GSTK1
DNAJC11,H3-3B
DNAJC11,H3-5
DNAJC11,HAX1
DNAJC11,HEPACAM2
DNAJC11,HTRA2
DNAJC11,IMMP1L
DNAJC11,IMMT
DNAJC11,INPP5B
DNAJC11,KIF14
DNAJC11,LATS1
DNAJC11,LOC51064
DNAJC11,LXN
DNAJC11,MCOLN3
DNAJC11,MICOS13
DNAJC11,MKS1
DNAJC11,MTMR7
DNAJC11,PITPNB
DNAJC11,PM20D2
DNAJC11,PRICKLE3
DNAJC11,PTP4A3
DNAJC11,RBM26
DNAJC11,RBM4
DNAJC11,RIC3
DNAJC11,RNF214
DNAJC11,RPS6KA5
DNAJC11,STXBP1
DNAJC11,SYNE4
DNAJC11,TBX3
DNAJC11,TCTN3
DNAJC11,TRABD
DNAJC11,TRAP1
DNAJC11,UBC
DNAJC11,VPS52
DNAJC13,FYB2
DNAJC13,IRF2BP1
DNAJC13,NOP9
DNAJC13,OGN
DNAJC13,TBCE
DNAJC14,CPVL
DNAJC14,DDX39B
DNAJC14,DRD1
DNAJC14,IGSF8
DNAJC14,SARNP
DNAJC15,SIAH1
DNAJC17,EFTUD2
DNAJC17,MEOX2
DNAJC17,PRPF8
DNAJC17,PTH1R
DNAJC17,UBC
DNAJC27,TFCP2
DNAJC3,CLEC18A
DNAJC3,PTPRO
DNAJC3,TCTN1
DNAJC3,TCTN3
DNAJC3,THAP12
DNAJC3,UBC
DNAJC30,CALN1
DNAJC30,CHRNA9
DNAJC30,EXOSC6
DNAJC30,MRM1
DNAJC30,NDUFA7
DNAJC30,NDUFS4
DNAJC30,NDUFV3
DNAJC30,SIGLEC12
DNAJC30,TMEM31
DNAJC30,TMEM86B
DNAJC30,VIRMA
DNAJC4,FAM9B
DNAJC4,HTT
DNAJC6,ACBD3
DNAJC6,AP2A1
DNAJC6,PEX2
DNAJC6,PPP6R3
DNAJC6,TUBGCP5
DNAJC7,EVC2
DNAJC7,IFT122
DNAJC7,IMMP1L
DNAJC7,LAMA1
DNAJC7,MKS1
DNAJC7,NEURL4
DNAJC7,PFAS
DNAJC7,TDRD9
DNAJC7,VPS13A
DNAJC7,VPS13B
DNAJC7,VPS13C
DNAJC8,ANXA5
DNAJC8,APP
DNAJC8,CNTROB
DNAJC8,EGR1
DNAJC8,GH1
DNAJC8,HMGA1
DNAJC8,MMGT1
DNAJC8,PA2G4
DNAJC8,PIGS
DNAJC8,SND1
DNAJC8,SUMO2
DNAJC8,TRAP1
DNAJC8,UBC
DNAJC8,UBE2N
DNAJC8,XRCC3
DNAJC9,ARHGEF25
DNAJC9,CHAF1B
DNAJC9,FOXL2
DNAJC9,FOXS1
DNAJC9,H3C1
DNAJC9,H3C10
DNAJC9,H3C11
DNAJC9,H3C6
DNAJC9,H3C7
DNAJC9,H3C8
DNAJC9,HSDL2
DNAJC9,KIF14
DNAJC9,LARP7
DNAJC9,Q96BE0
DNAJC9,SCAI
DNAJC9,ZNF292
DNAJC9,ZSWIM9
DNAL4,CAMK2D
DNAL4,CHIC2
DNAL4,DYNLL2
DNAL4,FHL5
DNAL4,GNA14
DNAL4,GPBP1
DNAL4,KRTAP10-3
DNAL4,KRTAP12-3
DNAL4,KRTAP9-8
DNAL4,NBPF19
DNAL4,NFATC2IP
DNAL4,NOTCH2NLA
DNAL4,NTAQ1
DNAL4,NUDT22
DNAL4,SCTR
DNAL4,TRIM54
DNALI1,ABCF3
DNALI1,ANXA4
DNALI1,ANXA8
DNALI1,ARPC4
DNALI1,ATP6V1B1
DNALI1,B7Z3E8
DNALI1,CENPV
DNALI1,CHMP7
DNALI1,DBNL
DNALI1,DOM3Z
DNALI1,DPP9
DNALI1,DPYS
DNALI1,EIF3K
DNALI1,FBXO30
DNALI1,FGF21
DNALI1,HTT
DNALI1,OTUD7B
DNALI1,PPP1R21
DNALI1,PRMT6
DNALI1,RGR
DNALI1,SESTD1
DNALI1,SIAH1
DNALI1,TBL1XR1
DNALI1,TMTC1
DNALI1,VSX2
DNALI1,YRDC
DNALI1,ZNF333
DNALI1,ZNF488
DNASE1L1,KIF14
DNASE1L1,LRRC15
DNASE1L1,NEK7
DNASE1L1,SERPINH1
DNASE1L2,INKA2
DNASE1L2,SLC25A21
DNASE1L3,KRTAP5-9
DNASE2B,SUCO
DNASE2B,TOR3A
DNCI1,ANXA7
DNCI1,CADM4
DNCI1,DCTN1
DNCI1,RCC1
DNCI1,RUNDC3B
DNCI1,TAOK1
DNCI1,WDCP
DND1,PAIP2B
DND1,VCPIP1
DNER,PDLIM7
DNLZ,ECHDC2
DNLZ,SERPINB11
DNLZ,SLC25A22
DNM1,ASB13
DNM1,AURKB
DNM1,CEP126
DNM1,DGUOK
DNM1,DNAAF2
DNM1,DNM3
DNM1,DYRK1A
DNM1,GRB2
DNM1,HAX1
DNM1,IQCB1
DNM1,ITSN1
DNM1,K7ELR1
DNM1,LRRK2
DNM1,LYPD6
DNM1,MED31
DNM1,MX1
DNM1,NCK1
DNM1,PACSIN1
DNM1,PIN4
DNM1,Q5HYW5
DNM1,SCN2B
DNM1,SH3GL1
DNM1,SH3GL2
DNM1,SNX9
DNM1,SRC
DNM1,SUMO1
DNM1,TIMM50
DNM1,UBASH3A
DNM1,UBE2DNL
DNM1L,APEX1
DNM1L,CDCA5
DNM1L,COPS5
DNM1L,DGUOK
DNM1L,DNAAF2
DNM1L,FGL1
DNM1L,FIS1
DNM1L,FMC1
DNM1L,GSK3B
DNM1L,HAX1
DNM1L,LLGL2
DNM1L,LRRK2
DNM1L,MAGEB6
DNM1L,MARCHF5
DNM1L,MDP1
DNM1L,MFF
DNM1L,MIEF1
DNM1L,MIEF2
DNM1L,MPC2
DNM1L,NDUFA4
DNM1L,NUFIP1
DNM1L,PPIA
DNM1L,PRKN
DNM1L,Q8NC36
DNM1L,SIRT3
DNM1L,SUMO2
DNM1L,TGM2
DNM1L,UBC
DNM1L,UBE2H
DNM1L,ZNHIT1
DNM2,AAMDC
DNM2,ABHD17C
DNM2,ABL1
DNM2,APP
DNM2,APPL1
DNM2,ARFGAP3
DNM2,ARNT2
DNM2,ARX
DNM2,ASB6
DNM2,ASIC4
DNM2,ATF7IP
DNM2,ATL1
DNM2,ATP5IF1
DNM2,B7Z3E8
DNM2,BAG3
DNM2,BAIAP2
DNM2,BOK
DNM2,BRK1
DNM2,BUB3
DNM2,CBWD3
DNM2,CBX1
DNM2,CCDC90B
DNM2,CCT7
DNM2,CEP43
DNM2,CEP55
DNM2,CHMP6
DNM2,CISH
DNM2,CLEC2B
DNM2,CLPP
DNM2,CNTRL
DNM2,CRK
DNM2,CSF2
DNM2,CTTN
DNM2,DAZ3
DNM2,DCLRE1B
DNM2,DCTN1
DNM2,DDX20
DNM2,DDX39B
DNM2,DELE1
DNM2,DNALI1
DNM2,DNCI1
DNM2,DNM1
DNM2,DNM3
DNM2,DNMBP
DNM2,DNTTIP1
DNM2,DYNC1I1
DNM2,EGFR
DNM2,EIF3L
DNM2,EVL
DNM2,EYA3
DNM2,FAM111B
DNM2,FBF1
DNM2,FBXL4
DNM2,FBXO42
DNM2,FEZ2
DNM2,FLAD1
DNM2,FN1
DNM2,FNBP1
DNM2,FOXA2
DNM2,FOXR1
DNM2,FTL
DNM2,FXR1
DNM2,FXR2
DNM2,FZD4
DNM2,GDF9
DNM2,GOLGA2
DNM2,GOLPH3L
DNM2,GRAP
DNM2,GRAP2
DNM2,GRB2
DNM2,GTF2E2
DNM2,H2AZ1
DNM2,HK3
DNM2,HMGB1
DNM2,HNRNPD
DNM2,HNRNPLL
DNM2,HOXC4
DNM2,HTT
DNM2,IQSEC1
DNM2,IQUB
DNM2,ITGA4
DNM2,ITSN1
DNM2,ITSN2
DNM2,KAT5
DNM2,KIAA0355
DNM2,KRTAP13-3
DNM2,KRTAP19-1
DNM2,KRTAP19-5
DNM2,KRTAP19-7
DNM2,KRTAP8-1
DNM2,LGALS9C
DNM2,LOC401296
DNM2,LOC730441
DNM2,LYN
DNM2,LYPD6
DNM2,MAD2L2
DNM2,MALT1
DNM2,MAN1B1
DNM2,MAP3K5
DNM2,MAPK11
DNM2,MCC
DNM2,MEPCE
DNM2,MGARP
DNM2,MNDA
DNM2,MPHOSPH6
DNM2,MPP6
DNM2,MRFAP1
DNM2,MSH5
DNM2,MYC
DNM2,NAP1L3
DNM2,NPHP1
DNM2,NR0B2
DNM2,NTAQ1
DNM2,NXT2
DNM2,OCLN
DNM2,OFD1
DNM2,OPTN
DNM2,OTUB1
DNM2,P4HA2
DNM2,PACSIN2
DNM2,PARK7
DNM2,PDZK1IP1
DNM2,PEF1
DNM2,PHOX2A
DNM2,PIK3R1
DNM2,PIP
DNM2,PIWIL1
DNM2,PLK1
DNM2,PML
DNM2,PPIB
DNM2,PRDM1
DNM2,PRKAA2
DNM2,PRKAB1
DNM2,PSTPIP1
DNM2,PTK2
DNM2,PYGM
DNM2,QARS1
DNM2,RAB35
DNM2,RAB38
DNM2,RAB3IP
DNM2,REXO4
DNM2,RNF183
DNM2,RNF8
DNM2,RPAP2
DNM2,RPGR
DNM2,RPS2
DNM2,RUVBL2
DNM2,RWDD2B
DNM2,SCAPER
DNM2,SCN2B
DNM2,SDCBP
DNM2,SEC23A
DNM2,SGSM1
DNM2,SH3GL2
DNM2,SH3KBP1
DNM2,SH3RF1
DNM2,SHANK3
DNM2,SHC1
DNM2,SLC52A3
DNM2,SMARCA2
DNM2,SMARCB1
DNM2,SNAPIN
DNM2,SNX2
DNM2,SNX33
DNM2,SNX9
DNM2,SPACA3
DNM2,SPATA12
DNM2,SPRED2
DNM2,SPRY2
DNM2,SRC
DNM2,STX11
DNM2,STX19
DNM2,TAGLN2
DNM2,TCTN1
DNM2,TDP2
DNM2,TEAD1
DNM2,TEF
DNM2,TFF2
DNM2,TGM2
DNM2,TIAM2
DNM2,TIGD5
DNM2,TRIP10
DNM2,TRNAU1AP
DNM2,TTC23
DNM2,TXN
DNM2,TYK2
DNM2,UBASH3A
DNM2,VCAM1
DNM2,VIRMA
DNM2,VSX2
DNM2,WDR76
DNM2,WIPI2
DNM2,WWP2
DNM2,XIAP
DNM2,XRCC6
DNM2,ZBTB16
DNM2,ZBTB38
DNM2,ZDHHC17
DNM2,ZFAND6
DNM2,ZNF248
DNM2,ZNF366
DNM2,ZNF638
DNM2,ZNF697
DNM3,DNAAF2
DNMBP,ARHGAP17
DNMBP,BIN3
DNMBP,BUB1B
DNMBP,DNM3
DNMBP,EVL
DNMBP,FBF1
DNMBP,GTSE1
DNMBP,LSM12
DNMBP,MAP7D1
DNMBP,NPHP1
DNMBP,P4HB
DNMBP,PDZD11
DNMBP,PLEKHA7
DNMBP,PPIP5K2
DNMBP,RASGRF2
DNMBP,VIRMA
DNMT1,B0V265
DNMT1,B4DT73
DNMT1,B7Z8L6
DNMT1,BRD4
DNMT1,CDKL4
DNMT1,CHEK1
DNMT1,CSNK2B
DNMT1,CUL4B
DNMT1,DAXX
DNMT1,DDB1
DNMT1,DMAP1
DNMT1,EEF1A1
DNMT1,EHMT2
DNMT1,ENSA
DNMT1,H3-4
DNMT1,HDAC2
DNMT1,JUN
DNMT1,KAT5
DNMT1,MCRIP1
DNMT1,MTA1
DNMT1,MTA2
DNMT1,MYH14
DNMT1,NGRN
DNMT1,NR2C2
DNMT1,PHF20L1
DNMT1,RPS27A
DNMT1,RPS6KA6
DNMT1,RUNX1
DNMT1,SETD7
DNMT1,STAT3
DNMT1,SUMO2
DNMT1,SUZ12
DNMT1,TRIM27
DNMT1,UBB
DNMT1,UBC
DNMT1,UHRF1
DNMT1,UHRF2
DNMT1,USP7
DNMT1,VIRMA
DNMT3A,DNMT1
DNMT3A,DNMT3L
DNMT3A,H3-3A
DNMT3A,H3-3B
DNMT3A,H3C1
DNMT3A,H3C10
DNMT3A,H3C11
DNMT3A,H3C12
DNMT3A,H3C4
DNMT3A,H3C6
DNMT3A,H3C7
DNMT3A,H3C8
DNMT3A,MPHOSPH8
DNMT3A,MYC
DNMT3A,RB1
DNMT3A,TERF2IP
DNMT3A,UHRF1
DNMT3A,ZBTB17
DNMT3A,ZBTB18
DNMT3A,ZNF513
DNMT3B,APEX1
DNMT3B,CBX1
DNMT3B,CBX3
DNMT3B,DKFZP762B153
DNMT3B,DNMT1
DNMT3B,DNMT3A
DNMT3B,DNMT3L
